Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen,Cuentas_Diarias
No,19,Month-to-month,Fiber optic,No,96.8,Electronic check,Yes,0,3.2266666666666666
No,72,Two year,No,No internet service,24.25,Credit card (automatic),No,0,0.8083333333333333
No,45,One year,Fiber optic,No,102.15,Bank transfer (automatic),Yes,1,3.4050000000000002
No,32,One year,DSL,No,64.85,Bank transfer (automatic),Yes,0,2.1616666666666666
No,41,Month-to-month,No,No internet service,25.25,Bank transfer (automatic),Yes,0,0.8416666666666667
No,65,Two year,No,No internet service,24.75,Credit card (automatic),No,0,0.825
Yes,55,Month-to-month,Fiber optic,No,96.75,Electronic check,Yes,0,3.225
No,11,Two year,No,No internet service,19.65,Mailed check,No,0,0.6549999999999999
No,49,Two year,DSL,Yes,74.45,Bank transfer (automatic),Yes,0,2.481666666666667
No,61,Month-to-month,Fiber optic,Yes,99.4,Bank transfer (automatic),No,0,3.3133333333333335
No,25,Month-to-month,No,No internet service,19.15,Mailed check,Yes,0,0.6383333333333333
Yes,1,Month-to-month,Fiber optic,No,69.5,Electronic check,Yes,0,2.316666666666667
No,23,One year,DSL,Yes,49.45,Electronic check,Yes,0,1.6483333333333334
No,21,Month-to-month,Fiber optic,No,73.7,Electronic check,Yes,0,2.4566666666666666
Yes,1,Month-to-month,Fiber optic,No,79.7,Electronic check,Yes,0,2.6566666666666667
Yes,5,Month-to-month,Fiber optic,No,79.9,Bank transfer (automatic),Yes,1,2.6633333333333336
No,24,One year,DSL,Yes,74.4,Bank transfer (automatic),No,0,2.48
Yes,27,Month-to-month,Fiber optic,No,88.3,Credit card (automatic),No,1,2.9433333333333334
No,70,Two year,No,No internet service,19.8,Bank transfer (automatic),No,0,0.66
Yes,5,Month-to-month,Fiber optic,No,75.55,Credit card (automatic),Yes,1,2.518333333333333
No,46,Two year,No,No internet service,20.2,Mailed check,Yes,0,0.6733333333333333
No,2,Month-to-month,Fiber optic,No,71.65,Electronic check,Yes,0,2.3883333333333336
No,57,Two year,No,No internet service,20.1,Bank transfer (automatic),Yes,0,0.67
Yes,1,Month-to-month,Fiber optic,No,71.1,Mailed check,No,0,2.3699999999999997
No,60,One year,Fiber optic,No,100.5,Credit card (automatic),Yes,1,3.35
No,37,Two year,DSL,Yes,62.8,Credit card (automatic),Yes,0,2.0933333333333333
Yes,1,Month-to-month,Fiber optic,No,70.45,Mailed check,Yes,0,2.3483333333333336
No,28,One year,Fiber optic,No,100.35,Bank transfer (automatic),No,0,3.3449999999999998
No,24,Month-to-month,No,No internet service,20.3,Mailed check,Yes,1,0.6766666666666666
No,62,One year,Fiber optic,No,92.05,Electronic check,Yes,0,3.0683333333333334
Yes,18,One year,No,No internet service,20.15,Bank transfer (automatic),No,0,0.6716666666666666
Yes,5,Month-to-month,DSL,Yes,54.2,Electronic check,No,0,1.8066666666666669
No,20,Month-to-month,No,No internet service,20.35,Mailed check,No,0,0.6783333333333333
Yes,1,Month-to-month,Fiber optic,No,70.75,Mailed check,No,0,2.3583333333333334
Yes,35,One year,Fiber optic,No,102.35,Bank transfer (automatic),Yes,0,3.4116666666666666
No,52,Month-to-month,DSL,Yes,50.5,Electronic check,Yes,1,1.6833333333333333
Yes,30,Month-to-month,Fiber optic,No,85.0,Electronic check,Yes,0,2.8333333333333335
No,72,Two year,DSL,No,42.1,Bank transfer (automatic),No,0,1.4033333333333333
Yes,15,Month-to-month,Fiber optic,No,75.65,Electronic check,No,1,2.521666666666667
No,70,Two year,Fiber optic,Yes,114.6,Electronic check,Yes,0,3.82
No,66,Two year,DSL,Yes,65.7,Bank transfer (automatic),No,0,2.19
No,55,Month-to-month,Fiber optic,No,74.0,Electronic check,Yes,1,2.466666666666667
Yes,55,Month-to-month,Fiber optic,No,85.45,Electronic check,Yes,1,2.8483333333333336
No,57,One year,DSL,No,71.1,Credit card (automatic),Yes,1,2.3699999999999997
No,72,Two year,Fiber optic,No,109.55,Electronic check,Yes,0,3.6516666666666664
No,28,Month-to-month,No,No internet service,20.5,Mailed check,No,0,0.6833333333333333
No,54,Two year,DSL,No,74.55,Bank transfer (automatic),Yes,0,2.485
No,24,Month-to-month,Fiber optic,No,79.85,Electronic check,Yes,1,2.6616666666666666
No,2,Month-to-month,DSL,No,62.15,Mailed check,Yes,0,2.0716666666666668
No,12,Month-to-month,No,No internet service,21.05,Credit card (automatic),No,0,0.7016666666666667
No,51,One year,Fiber optic,No,79.6,Bank transfer (automatic),Yes,1,2.6533333333333333
No,13,Month-to-month,DSL,Yes,73.35,Mailed check,No,0,2.445
No,58,Two year,DSL,Yes,70.1,Bank transfer (automatic),No,0,2.3366666666666664
No,18,One year,DSL,Yes,54.4,Credit card (automatic),Yes,0,1.8133333333333332
No,29,Two year,No,No internet service,19.55,Mailed check,Yes,0,0.6516666666666667
No,72,Two year,DSL,Yes,74.55,Mailed check,No,0,2.485
No,71,Two year,No,No internet service,23.9,Credit card (automatic),No,0,0.7966666666666666
No,70,Two year,DSL,Yes,44.6,Bank transfer (automatic),Yes,0,1.4866666666666668
Yes,9,Month-to-month,Fiber optic,No,95.5,Electronic check,Yes,0,3.183333333333333
No,20,Month-to-month,Fiber optic,Yes,95.5,Bank transfer (automatic),Yes,0,3.183333333333333
Yes,69,One year,DSL,Yes,78.6,Credit card (automatic),Yes,0,2.6199999999999997
No,63,One year,Fiber optic,Yes,104.5,Credit card (automatic),No,0,3.4833333333333334
No,7,Month-to-month,DSL,No,61.4,Electronic check,No,0,2.0466666666666664
No,69,Two year,DSL,No,43.95,Credit card (automatic),Yes,0,1.465
Yes,5,Month-to-month,No,No internet service,25.9,Bank transfer (automatic),Yes,0,0.8633333333333333
No,9,Month-to-month,Fiber optic,No,80.55,Electronic check,No,0,2.685
No,46,Two year,Fiber optic,Yes,99.65,Mailed check,No,0,3.3216666666666668
No,60,One year,Fiber optic,No,97.95,Electronic check,Yes,1,3.265
Yes,27,Month-to-month,Fiber optic,No,95.55,Electronic check,Yes,1,3.185
No,16,Month-to-month,Fiber optic,No,90.7,Electronic check,No,0,3.0233333333333334
Yes,22,Month-to-month,Fiber optic,No,83.3,Electronic check,No,0,2.7766666666666664
No,41,One year,Fiber optic,No,101.6,Bank transfer (automatic),Yes,0,3.3866666666666663
No,4,Month-to-month,Fiber optic,No,72.75,Electronic check,No,1,2.425
No,24,Month-to-month,Fiber optic,No,88.95,Credit card (automatic),Yes,0,2.9650000000000003
No,38,Two year,No,No internet service,20.3,Mailed check,No,0,0.6766666666666666
No,25,Month-to-month,DSL,Yes,78.35,Bank transfer (automatic),Yes,0,2.6116666666666664
No,40,Month-to-month,Fiber optic,No,80.0,Electronic check,Yes,0,2.6666666666666665
Yes,8,Month-to-month,DSL,No,49.85,Electronic check,Yes,0,1.6616666666666666
No,13,Month-to-month,No,No internet service,19.85,Mailed check,Yes,0,0.6616666666666667
No,64,Month-to-month,Fiber optic,No,91.8,Electronic check,Yes,0,3.06
Yes,62,Month-to-month,Fiber optic,No,100.15,Electronic check,Yes,0,3.3383333333333334
No,20,Month-to-month,Fiber optic,No,69.8,Bank transfer (automatic),Yes,0,2.3266666666666667
Yes,14,Month-to-month,DSL,No,46.35,Electronic check,No,0,1.5450000000000002
No,57,Two year,DSL,Yes,69.75,Mailed check,No,0,2.325
No,12,Month-to-month,DSL,No,69.85,Mailed check,Yes,0,2.328333333333333
No,59,Two year,No,No internet service,25.45,Mailed check,No,0,0.8483333333333333
No,59,Two year,DSL,Yes,75.95,Credit card (automatic),Yes,0,2.5316666666666667
Yes,53,Two year,No,No internet service,19.75,Bank transfer (automatic),No,0,0.6583333333333333
No,45,One year,DSL,No,78.75,Credit card (automatic),No,0,2.625
No,50,Two year,No,No internet service,19.8,Electronic check,No,0,0.66
Yes,20,Month-to-month,Fiber optic,No,89.0,Mailed check,Yes,0,2.966666666666667
Yes,1,Month-to-month,DSL,No,25.25,Electronic check,No,1,0.8416666666666667
No,70,Two year,No,No internet service,19.2,Mailed check,Yes,0,0.64
Yes,1,Month-to-month,DSL,No,25.05,Electronic check,No,1,0.8350000000000001
Yes,64,Two year,DSL,Yes,47.85,Electronic check,No,0,1.595
Yes,49,Month-to-month,Fiber optic,No,75.2,Credit card (automatic),No,0,2.506666666666667
Yes,28,Month-to-month,Fiber optic,No,74.9,Bank transfer (automatic),Yes,0,2.496666666666667
No,72,Two year,Fiber optic,Yes,111.9,Credit card (automatic),Yes,0,3.73
No,13,Month-to-month,Fiber optic,No,81.9,Mailed check,Yes,0,2.73
No,4,Month-to-month,No,No internet service,18.85,Mailed check,No,0,0.6283333333333334
No,53,Two year,No,No internet service,18.7,Mailed check,No,0,0.6233333333333333
No,63,Month-to-month,Fiber optic,No,81.55,Bank transfer (automatic),Yes,0,2.7183333333333333
No,10,Two year,DSL,Yes,29.6,Mailed check,Yes,0,0.9866666666666667
No,56,One year,No,No internet service,19.95,Credit card (automatic),No,0,0.6649999999999999
Yes,10,Month-to-month,DSL,No,45.55,Electronic check,Yes,0,1.5183333333333333
No,65,One year,Fiber optic,Yes,93.55,Electronic check,No,0,3.118333333333333
No,1,Month-to-month,DSL,No,48.45,Bank transfer (automatic),Yes,0,1.615
Yes,21,Month-to-month,DSL,No,41.9,Electronic check,Yes,1,1.3966666666666667
No,29,Two year,No,No internet service,20.2,Mailed check,No,0,0.6733333333333333
No,72,Two year,No,No internet service,24.15,Credit card (automatic),Yes,0,0.8049999999999999
Yes,22,One year,DSL,Yes,67.5,Bank transfer (automatic),Yes,0,2.25
Yes,23,Month-to-month,Fiber optic,No,90.05,Bank transfer (automatic),Yes,0,3.0016666666666665
No,40,One year,DSL,Yes,70.75,Credit card (automatic),No,0,2.3583333333333334
Yes,2,Month-to-month,Fiber optic,No,76.5,Electronic check,Yes,0,2.55
Yes,13,Month-to-month,Fiber optic,No,84.05,Electronic check,No,0,2.8016666666666667
Yes,16,Month-to-month,Fiber optic,No,95.6,Credit card (automatic),Yes,0,3.1866666666666665
Yes,67,Month-to-month,Fiber optic,No,102.95,Credit card (automatic),Yes,0,3.4316666666666666
No,72,Two year,No,No internet service,21.0,Bank transfer (automatic),No,0,0.7
No,3,Month-to-month,Fiber optic,Yes,82.3,Mailed check,Yes,0,2.743333333333333
Yes,47,Month-to-month,Fiber optic,No,80.35,Electronic check,No,1,2.6783333333333332
No,4,Month-to-month,Fiber optic,No,70.65,Electronic check,Yes,1,2.355
No,18,Month-to-month,Fiber optic,No,73.55,Electronic check,Yes,1,2.4516666666666667
Yes,21,Month-to-month,Fiber optic,No,104.4,Electronic check,No,0,3.48
No,62,One year,DSL,Yes,70.75,Bank transfer (automatic),Yes,0,2.3583333333333334
Yes,7,Month-to-month,Fiber optic,No,98.05,Bank transfer (automatic),Yes,0,3.268333333333333
No,29,Month-to-month,DSL,No,48.95,Bank transfer (automatic),No,0,1.6316666666666668
No,48,One year,DSL,Yes,60.6,Bank transfer (automatic),Yes,0,2.02
No,53,One year,DSL,Yes,78.75,Mailed check,Yes,0,2.625
No,6,One year,No,No internet service,19.0,Credit card (automatic),No,0,0.6333333333333333
No,22,One year,DSL,Yes,56.25,Credit card (automatic),Yes,0,1.875
Yes,1,Month-to-month,DSL,No,25.8,Mailed check,Yes,1,0.86
No,72,Two year,Fiber optic,No,99.4,Electronic check,Yes,0,3.3133333333333335
No,34,Month-to-month,Fiber optic,No,85.2,Credit card (automatic),Yes,1,2.8400000000000003
No,48,One year,DSL,Yes,69.55,Mailed check,Yes,0,2.3183333333333334
No,21,Month-to-month,DSL,No,28.5,Electronic check,No,0,0.95
No,71,One year,Fiber optic,Yes,97.65,Credit card (automatic),No,0,3.2550000000000003
No,1,Month-to-month,No,No internet service,20.25,Mailed check,Yes,0,0.675
No,1,Month-to-month,No,No internet service,20.45,Mailed check,No,0,0.6816666666666666
No,32,Month-to-month,Fiber optic,No,93.5,Electronic check,Yes,1,3.1166666666666667
No,1,Month-to-month,DSL,No,54.65,Electronic check,Yes,0,1.8216666666666665
No,63,Two year,DSL,Yes,71.9,Bank transfer (automatic),Yes,0,2.396666666666667
No,72,Two year,Fiber optic,Yes,116.4,Credit card (automatic),Yes,0,3.8800000000000003
No,53,Two year,Fiber optic,No,105.55,Electronic check,No,0,3.518333333333333
Yes,1,Month-to-month,Fiber optic,No,69.25,Electronic check,Yes,1,2.308333333333333
No,50,One year,DSL,Yes,75.5,Electronic check,No,0,2.5166666666666666
Yes,15,Month-to-month,Fiber optic,No,101.1,Electronic check,Yes,0,3.3699999999999997
No,21,Month-to-month,Fiber optic,Yes,86.05,Electronic check,Yes,0,2.868333333333333
Yes,1,Month-to-month,Fiber optic,No,95.0,Electronic check,Yes,0,3.1666666666666665
Yes,2,Month-to-month,Fiber optic,No,70.75,Electronic check,No,1,2.3583333333333334
Yes,65,One year,DSL,No,72.45,Credit card (automatic),No,0,2.415
No,52,Month-to-month,Fiber optic,Yes,85.8,Bank transfer (automatic),No,0,2.86
Yes,13,Month-to-month,Fiber optic,No,83.2,Electronic check,Yes,0,2.7733333333333334
No,4,Month-to-month,No,No internet service,19.65,Mailed check,Yes,0,0.6549999999999999
Yes,46,One year,Fiber optic,No,110.0,Electronic check,Yes,1,3.6666666666666665
Yes,53,One year,Fiber optic,No,94.85,Bank transfer (automatic),Yes,0,3.1616666666666666
No,40,One year,Fiber optic,Yes,105.95,Credit card (automatic),Yes,0,3.5316666666666667
No,23,Month-to-month,DSL,Yes,54.15,Electronic check,No,0,1.805
Yes,4,Month-to-month,Fiber optic,No,85.65,Electronic check,Yes,0,2.855
No,57,Month-to-month,DSL,No,58.75,Bank transfer (automatic),Yes,0,1.9583333333333333
No,49,Month-to-month,Fiber optic,No,95.4,Bank transfer (automatic),Yes,0,3.18
No,9,Month-to-month,DSL,Yes,68.25,Bank transfer (automatic),Yes,0,2.275
Yes,4,Month-to-month,Fiber optic,No,101.7,Electronic check,Yes,0,3.39
No,61,Two year,No,No internet service,20.25,Credit card (automatic),No,0,0.675
No,70,Two year,DSL,Yes,75.5,Bank transfer (automatic),Yes,1,2.5166666666666666
No,13,Month-to-month,DSL,No,65.85,Electronic check,Yes,0,2.195
No,34,Month-to-month,DSL,Yes,65.0,Mailed check,No,0,2.1666666666666665
Yes,9,Month-to-month,Fiber optic,No,74.55,Electronic check,Yes,1,2.485
No,57,Two year,Fiber optic,Yes,93.75,Electronic check,No,1,3.125
Yes,12,Month-to-month,DSL,Yes,61.65,Mailed check,Yes,0,2.055
No,7,Month-to-month,Fiber optic,Yes,100.4,Electronic check,Yes,0,3.3466666666666667
Yes,4,Month-to-month,Fiber optic,No,74.9,Electronic check,Yes,1,2.496666666666667
Yes,1,Month-to-month,Fiber optic,No,74.45,Electronic check,Yes,1,2.481666666666667
No,44,One year,DSL,Yes,85.25,Bank transfer (automatic),Yes,0,2.841666666666667
No,45,One year,DSL,No,34.2,Electronic check,No,1,1.1400000000000001
No,36,One year,DSL,Yes,89.65,Credit card (automatic),Yes,0,2.9883333333333337
Yes,55,One year,Fiber optic,No,100.0,Electronic check,Yes,1,3.3333333333333335
No,69,Two year,Fiber optic,Yes,97.65,Credit card (automatic),Yes,0,3.2550000000000003
Yes,9,Month-to-month,Fiber optic,No,79.9,Electronic check,Yes,0,2.6633333333333336
No,71,Two year,DSL,Yes,90.3,Credit card (automatic),No,0,3.01
No,30,Month-to-month,Fiber optic,No,94.3,Credit card (automatic),Yes,0,3.143333333333333
No,52,One year,No,No internet service,20.4,Electronic check,Yes,0,0.6799999999999999
No,52,Two year,No,No internet service,25.05,Bank transfer (automatic),Yes,0,0.8350000000000001
Yes,24,Month-to-month,DSL,No,55.65,Bank transfer (automatic),Yes,0,1.855
No,3,Month-to-month,DSL,Yes,70.7,Mailed check,No,0,2.356666666666667
No,72,Two year,DSL,No,53.8,Credit card (automatic),Yes,0,1.7933333333333332
No,72,Two year,Fiber optic,No,99.15,Electronic check,Yes,0,3.305
Yes,4,Month-to-month,DSL,Yes,50.05,Mailed check,No,0,1.6683333333333332
Yes,1,Month-to-month,Fiber optic,No,82.3,Electronic check,Yes,0,2.743333333333333
No,51,One year,DSL,Yes,69.75,Credit card (automatic),Yes,0,2.325
No,51,One year,DSL,Yes,56.15,Electronic check,Yes,0,1.8716666666666666
No,72,Two year,DSL,Yes,86.65,Bank transfer (automatic),No,0,2.8883333333333336
No,64,Month-to-month,Fiber optic,Yes,86.8,Bank transfer (automatic),Yes,0,2.893333333333333
Yes,2,Month-to-month,DSL,No,25.05,Electronic check,Yes,0,0.8350000000000001
Yes,70,One year,Fiber optic,Yes,109.5,Bank transfer (automatic),Yes,0,3.65
No,13,Month-to-month,DSL,No,45.3,Electronic check,No,1,1.51
No,52,One year,Fiber optic,No,91.25,Electronic check,No,0,3.0416666666666665
No,7,Month-to-month,No,No internet service,20.75,Mailed check,No,0,0.6916666666666667
No,4,Two year,No,No internet service,19.9,Mailed check,No,0,0.6633333333333333
Yes,2,Month-to-month,Fiber optic,No,95.85,Electronic check,Yes,0,3.195
No,46,One year,DSL,Yes,33.7,Credit card (automatic),No,0,1.1233333333333335
No,54,Two year,DSL,No,63.35,Credit card (automatic),No,0,2.111666666666667
Yes,1,Month-to-month,No,No internet service,19.3,Electronic check,No,0,0.6433333333333333
No,72,Two year,DSL,Yes,65.7,Bank transfer (automatic),No,0,2.19
No,66,Two year,DSL,No,74.6,Credit card (automatic),Yes,0,2.4866666666666664
No,16,Month-to-month,Fiber optic,Yes,112.95,Electronic check,Yes,0,3.765
Yes,3,Month-to-month,Fiber optic,Yes,88.35,Mailed check,Yes,0,2.945
No,11,Month-to-month,DSL,No,65.15,Bank transfer (automatic),Yes,0,2.171666666666667
No,71,Two year,DSL,Yes,59.7,Bank transfer (automatic),No,0,1.99
Yes,9,Month-to-month,DSL,No,34.7,Credit card (automatic),Yes,0,1.1566666666666667
No,57,Two year,No,No internet service,20.65,Bank transfer (automatic),No,0,0.6883333333333332
Yes,9,Month-to-month,Fiber optic,No,100.5,Electronic check,Yes,1,3.35
No,62,One year,No,No internet service,23.75,Credit card (automatic),Yes,0,0.7916666666666666
No,72,Two year,No,No internet service,19.9,Credit card (automatic),No,0,0.6633333333333333
No,66,One year,Fiber optic,No,108.1,Bank transfer (automatic),No,1,3.603333333333333
Yes,16,Month-to-month,DSL,No,39.0,Mailed check,Yes,1,1.3
No,16,Month-to-month,No,No internet service,20.6,Credit card (automatic),Yes,0,0.6866666666666668
No,58,One year,No,No internet service,19.55,Electronic check,Yes,0,0.6516666666666667
No,4,Month-to-month,Fiber optic,No,80.15,Electronic check,Yes,0,2.671666666666667
No,72,Two year,No,No internet service,20.3,Bank transfer (automatic),No,0,0.6766666666666666
No,67,One year,Fiber optic,No,109.9,Credit card (automatic),No,0,3.6633333333333336
No,71,Two year,DSL,Yes,90.4,Electronic check,No,0,3.0133333333333336
No,72,Two year,No,No internet service,25.4,Bank transfer (automatic),No,1,0.8466666666666666
No,15,Month-to-month,DSL,No,46.3,Electronic check,No,0,1.5433333333333332
No,11,Month-to-month,DSL,No,25.2,Electronic check,No,0,0.84
No,43,One year,No,No internet service,24.45,Bank transfer (automatic),Yes,0,0.815
Yes,3,Month-to-month,DSL,Yes,55.1,Mailed check,Yes,0,1.8366666666666667
No,24,One year,DSL,No,78.4,Electronic check,No,0,2.6133333333333337
No,52,One year,DSL,Yes,74.0,Credit card (automatic),No,0,2.466666666666667
No,13,Month-to-month,DSL,No,30.15,Electronic check,No,0,1.005
Yes,1,Month-to-month,Fiber optic,No,70.85,Mailed check,No,1,2.3616666666666664
No,55,Two year,DSL,No,77.8,Bank transfer (automatic),Yes,0,2.5933333333333333
No,42,Two year,Fiber optic,Yes,99.0,Credit card (automatic),Yes,0,3.3
No,2,Month-to-month,No,No internet service,20.75,Mailed check,No,0,0.6916666666666667
No,1,Month-to-month,DSL,Yes,75.5,Electronic check,Yes,0,2.5166666666666666
Yes,27,Month-to-month,Fiber optic,No,81.45,Electronic check,Yes,1,2.7150000000000003
No,17,Month-to-month,DSL,Yes,66.7,Mailed check,Yes,0,2.2233333333333336
Yes,2,Month-to-month,DSL,No,34.7,Electronic check,Yes,0,1.1566666666666667
No,27,Month-to-month,DSL,Yes,83.85,Electronic check,No,1,2.795
Yes,52,Month-to-month,DSL,No,49.15,Electronic check,Yes,1,1.6383333333333332
No,45,One year,Fiber optic,No,96.75,Bank transfer (automatic),No,0,3.225
No,71,Two year,No,No internet service,19.1,Credit card (automatic),No,0,0.6366666666666667
No,36,Two year,No,No internet service,18.55,Credit card (automatic),Yes,0,0.6183333333333334
No,15,One year,No,No internet service,20.1,Credit card (automatic),No,0,0.67
No,20,Month-to-month,Fiber optic,No,89.4,Bank transfer (automatic),Yes,0,2.98
No,71,Two year,No,No internet service,19.8,Mailed check,No,0,0.66
No,24,One year,No,No internet service,21.05,Bank transfer (automatic),No,0,0.7016666666666667
No,71,Two year,Fiber optic,Yes,111.25,Electronic check,Yes,0,3.7083333333333335
Yes,9,Month-to-month,DSL,Yes,40.65,Mailed check,No,0,1.355
