Churn,customer_tenure,account_Contract,internet_InternetService,internet_TechSupport,account_Charges_Monthly,account_PaymentMethod,account_PaperlessBilling,customer_SeniorCitizen
Yes,22,Month-to-month,Fiber optic,No,83.3,Electronic check,No,0
No,41,One year,Fiber optic,No,101.6,Bank transfer (automatic),Yes,0
No,4,Month-to-month,Fiber optic,No,72.75,Electronic check,No,1
No,24,Month-to-month,Fiber optic,No,88.95,Credit card (automatic),Yes,0
No,38,Two year,No,No internet service,20.3,Mailed check,No,0
No,25,Month-to-month,DSL,Yes,78.35,Bank transfer (automatic),Yes,0
No,40,Month-to-month,Fiber optic,No,80.0,Electronic check,Yes,0
Yes,8,Month-to-month,DSL,No,49.85,Electronic check,Yes,0
No,13,Month-to-month,No,No internet service,19.85,Mailed check,Yes,0
No,64,Month-to-month,Fiber optic,No,91.8,Electronic check,Yes,0
Yes,62,Month-to-month,Fiber optic,No,100.15,Electronic check,Yes,0
No,20,Month-to-month,Fiber optic,No,69.8,Bank transfer (automatic),Yes,0
Yes,14,Month-to-month,DSL,No,46.35,Electronic check,No,0
No,57,Two year,DSL,Yes,69.75,Mailed check,No,0
No,12,Month-to-month,DSL,No,69.85,Mailed check,Yes,0
No,59,Two year,No,No internet service,25.45,Mailed check,No,0
No,59,Two year,DSL,Yes,75.95,Credit card (automatic),Yes,0
Yes,53,Two year,No,No internet service,19.75,Bank transfer (automatic),No,0
No,45,One year,DSL,No,78.75,Credit card (automatic),No,0
No,50,Two year,No,No internet service,19.8,Electronic check,No,0
Yes,20,Month-to-month,Fiber optic,No,89.0,Mailed check,Yes,0
Yes,1,Month-to-month,DSL,No,25.25,Electronic check,No,1
No,70,Two year,No,No internet service,19.2,Mailed check,Yes,0
Yes,1,Month-to-month,DSL,No,25.05,Electronic check,No,1
Yes,64,Two year,DSL,Yes,47.85,Electronic check,No,0
Yes,49,Month-to-month,Fiber optic,No,75.2,Credit card (automatic),No,0
Yes,28,Month-to-month,Fiber optic,No,74.9,Bank transfer (automatic),Yes,0
No,72,Two year,Fiber optic,Yes,111.9,Credit card (automatic),Yes,0
No,13,Month-to-month,Fiber optic,No,81.9,Mailed check,Yes,0
No,4,Month-to-month,No,No internet service,18.85,Mailed check,No,0
No,53,Two year,No,No internet service,18.7,Mailed check,No,0
No,63,Month-to-month,Fiber optic,No,81.55,Bank transfer (automatic),Yes,0
No,10,Two year,DSL,Yes,29.6,Mailed check,Yes,0
No,56,One year,No,No internet service,19.95,Credit card (automatic),No,0
Yes,10,Month-to-month,DSL,No,45.55,Electronic check,Yes,0
No,65,One year,Fiber optic,Yes,93.55,Electronic check,No,0
No,1,Month-to-month,DSL,No,48.45,Bank transfer (automatic),Yes,0
Yes,21,Month-to-month,DSL,No,41.9,Electronic check,Yes,1
No,29,Two year,No,No internet service,20.2,Mailed check,No,0
No,72,Two year,No,No internet service,24.15,Credit card (automatic),Yes,0
Yes,22,One year,DSL,Yes,67.5,Bank transfer (automatic),Yes,0
Yes,23,Month-to-month,Fiber optic,No,90.05,Bank transfer (automatic),Yes,0
No,40,One year,DSL,Yes,70.75,Credit card (automatic),No,0
Yes,2,Month-to-month,Fiber optic,No,76.5,Electronic check,Yes,0
Yes,13,Month-to-month,Fiber optic,No,84.05,Electronic check,No,0
Yes,16,Month-to-month,Fiber optic,No,95.6,Credit card (automatic),Yes,0
Yes,67,Month-to-month,Fiber optic,No,102.95,Credit card (automatic),Yes,0
No,72,Two year,No,No internet service,21.0,Bank transfer (automatic),No,0
No,3,Month-to-month,Fiber optic,Yes,82.3,Mailed check,Yes,0
Yes,47,Month-to-month,Fiber optic,No,80.35,Electronic check,No,1
No,4,Month-to-month,Fiber optic,No,70.65,Electronic check,Yes,1
No,18,Month-to-month,Fiber optic,No,73.55,Electronic check,Yes,1
Yes,21,Month-to-month,Fiber optic,No,104.4,Electronic check,No,0
No,62,One year,DSL,Yes,70.75,Bank transfer (automatic),Yes,0
Yes,7,Month-to-month,Fiber optic,No,98.05,Bank transfer (automatic),Yes,0
No,29,Month-to-month,DSL,No,48.95,Bank transfer (automatic),No,0
No,48,One year,DSL,Yes,60.6,Bank transfer (automatic),Yes,0
No,53,One year,DSL,Yes,78.75,Mailed check,Yes,0
No,6,One year,No,No internet service,19.0,Credit card (automatic),No,0
No,22,One year,DSL,Yes,56.25,Credit card (automatic),Yes,0
Yes,1,Month-to-month,DSL,No,25.8,Mailed check,Yes,1
No,72,Two year,Fiber optic,No,99.4,Electronic check,Yes,0
No,34,Month-to-month,Fiber optic,No,85.2,Credit card (automatic),Yes,1
No,48,One year,DSL,Yes,69.55,Mailed check,Yes,0
No,21,Month-to-month,DSL,No,28.5,Electronic check,No,0
No,71,One year,Fiber optic,Yes,97.65,Credit card (automatic),No,0
No,1,Month-to-month,No,No internet service,20.25,Mailed check,Yes,0
No,1,Month-to-month,No,No internet service,20.45,Mailed check,No,0
No,32,Month-to-month,Fiber optic,No,93.5,Electronic check,Yes,1
No,1,Month-to-month,DSL,No,54.65,Electronic check,Yes,0
No,63,Two year,DSL,Yes,71.9,Bank transfer (automatic),Yes,0
No,72,Two year,Fiber optic,Yes,116.4,Credit card (automatic),Yes,0
No,53,Two year,Fiber optic,No,105.55,Electronic check,No,0
Yes,1,Month-to-month,Fiber optic,No,69.25,Electronic check,Yes,1
No,50,One year,DSL,Yes,75.5,Electronic check,No,0
Yes,15,Month-to-month,Fiber optic,No,101.1,Electronic check,Yes,0
No,21,Month-to-month,Fiber optic,Yes,86.05,Electronic check,Yes,0
Yes,1,Month-to-month,Fiber optic,No,95.0,Electronic check,Yes,0
Yes,2,Month-to-month,Fiber optic,No,70.75,Electronic check,No,1
Yes,65,One year,DSL,No,72.45,Credit card (automatic),No,0
No,52,Month-to-month,Fiber optic,Yes,85.8,Bank transfer (automatic),No,0
Yes,13,Month-to-month,Fiber optic,No,83.2,Electronic check,Yes,0
No,4,Month-to-month,No,No internet service,19.65,Mailed check,Yes,0
Yes,46,One year,Fiber optic,No,110.0,Electronic check,Yes,1
Yes,53,One year,Fiber optic,No,94.85,Bank transfer (automatic),Yes,0
No,40,One year,Fiber optic,Yes,105.95,Credit card (automatic),Yes,0
No,23,Month-to-month,DSL,Yes,54.15,Electronic check,No,0
Yes,4,Month-to-month,Fiber optic,No,85.65,Electronic check,Yes,0
No,57,Month-to-month,DSL,No,58.75,Bank transfer (automatic),Yes,0
No,49,Month-to-month,Fiber optic,No,95.4,Bank transfer (automatic),Yes,0
No,9,Month-to-month,DSL,Yes,68.25,Bank transfer (automatic),Yes,0
Yes,4,Month-to-month,Fiber optic,No,101.7,Electronic check,Yes,0
No,61,Two year,No,No internet service,20.25,Credit card (automatic),No,0
No,70,Two year,DSL,Yes,75.5,Bank transfer (automatic),Yes,1
No,13,Month-to-month,DSL,No,65.85,Electronic check,Yes,0
No,34,Month-to-month,DSL,Yes,65.0,Mailed check,No,0
Yes,9,Month-to-month,Fiber optic,No,74.55,Electronic check,Yes,1
No,57,Two year,Fiber optic,Yes,93.75,Electronic check,No,1
Yes,12,Month-to-month,DSL,Yes,61.65,Mailed check,Yes,0
No,7,Month-to-month,Fiber optic,Yes,100.4,Electronic check,Yes,0
Yes,4,Month-to-month,Fiber optic,No,74.9,Electronic check,Yes,1
Yes,1,Month-to-month,Fiber optic,No,74.45,Electronic check,Yes,1
No,44,One year,DSL,Yes,85.25,Bank transfer (automatic),Yes,0
No,45,One year,DSL,No,34.2,Electronic check,No,1
No,36,One year,DSL,Yes,89.65,Credit card (automatic),Yes,0
Yes,55,One year,Fiber optic,No,100.0,Electronic check,Yes,1
No,69,Two year,Fiber optic,Yes,97.65,Credit card (automatic),Yes,0
Yes,9,Month-to-month,Fiber optic,No,79.9,Electronic check,Yes,0
No,71,Two year,DSL,Yes,90.3,Credit card (automatic),No,0
No,30,Month-to-month,Fiber optic,No,94.3,Credit card (automatic),Yes,0
No,52,One year,No,No internet service,20.4,Electronic check,Yes,0
No,52,Two year,No,No internet service,25.05,Bank transfer (automatic),Yes,0
Yes,24,Month-to-month,DSL,No,55.65,Bank transfer (automatic),Yes,0
No,3,Month-to-month,DSL,Yes,70.7,Mailed check,No,0
No,72,Two year,DSL,No,53.8,Credit card (automatic),Yes,0
No,72,Two year,Fiber optic,No,99.15,Electronic check,Yes,0
Yes,4,Month-to-month,DSL,Yes,50.05,Mailed check,No,0
Yes,1,Month-to-month,Fiber optic,No,82.3,Electronic check,Yes,0
No,51,One year,DSL,Yes,69.75,Credit card (automatic),Yes,0
No,51,One year,DSL,Yes,56.15,Electronic check,Yes,0
No,72,Two year,DSL,Yes,86.65,Bank transfer (automatic),No,0
No,64,Month-to-month,Fiber optic,Yes,86.8,Bank transfer (automatic),Yes,0
Yes,2,Month-to-month,DSL,No,25.05,Electronic check,Yes,0
Yes,70,One year,Fiber optic,Yes,109.5,Bank transfer (automatic),Yes,0
No,13,Month-to-month,DSL,No,45.3,Electronic check,No,1
No,52,One year,Fiber optic,No,91.25,Electronic check,No,0
No,7,Month-to-month,No,No internet service,20.75,Mailed check,No,0
No,4,Two year,No,No internet service,19.9,Mailed check,No,0
Yes,2,Month-to-month,Fiber optic,No,95.85,Electronic check,Yes,0
No,46,One year,DSL,Yes,33.7,Credit card (automatic),No,0
No,54,Two year,DSL,No,63.35,Credit card (automatic),No,0
Yes,1,Month-to-month,No,No internet service,19.3,Electronic check,No,0
No,72,Two year,DSL,Yes,65.7,Bank transfer (automatic),No,0
No,66,Two year,DSL,No,74.6,Credit card (automatic),Yes,0
No,16,Month-to-month,Fiber optic,Yes,112.95,Electronic check,Yes,0
Yes,3,Month-to-month,Fiber optic,Yes,88.35,Mailed check,Yes,0
No,11,Month-to-month,DSL,No,65.15,Bank transfer (automatic),Yes,0
No,71,Two year,DSL,Yes,59.7,Bank transfer (automatic),No,0
Yes,9,Month-to-month,DSL,No,34.7,Credit card (automatic),Yes,0
No,57,Two year,No,No internet service,20.65,Bank transfer (automatic),No,0
Yes,9,Month-to-month,Fiber optic,No,100.5,Electronic check,Yes,1
No,62,One year,No,No internet service,23.75,Credit card (automatic),Yes,0
No,72,Two year,No,No internet service,19.9,Credit card (automatic),No,0
No,66,One year,Fiber optic,No,108.1,Bank transfer (automatic),No,1
Yes,16,Month-to-month,DSL,No,39.0,Mailed check,Yes,1
No,16,Month-to-month,No,No internet service,20.6,Credit card (automatic),Yes,0
No,58,One year,No,No internet service,19.55,Electronic check,Yes,0
No,4,Month-to-month,Fiber optic,No,80.15,Electronic check,Yes,0
No,72,Two year,No,No internet service,20.3,Bank transfer (automatic),No,0
No,67,One year,Fiber optic,No,109.9,Credit card (automatic),No,0
No,71,Two year,DSL,Yes,90.4,Electronic check,No,0
No,72,Two year,No,No internet service,25.4,Bank transfer (automatic),No,1
No,15,Month-to-month,DSL,No,46.3,Electronic check,No,0
No,11,Month-to-month,DSL,No,25.2,Electronic check,No,0
No,43,One year,No,No internet service,24.45,Bank transfer (automatic),Yes,0
Yes,3,Month-to-month,DSL,Yes,55.1,Mailed check,Yes,0
No,24,One year,DSL,No,78.4,Electronic check,No,0
No,52,One year,DSL,Yes,74.0,Credit card (automatic),No,0
No,13,Month-to-month,DSL,No,30.15,Electronic check,No,0
Yes,1,Month-to-month,Fiber optic,No,70.85,Mailed check,No,1
No,55,Two year,DSL,No,77.8,Bank transfer (automatic),Yes,0
No,42,Two year,Fiber optic,Yes,99.0,Credit card (automatic),Yes,0
No,2,Month-to-month,No,No internet service,20.75,Mailed check,No,0
No,1,Month-to-month,DSL,Yes,75.5,Electronic check,Yes,0
Yes,27,Month-to-month,Fiber optic,No,81.45,Electronic check,Yes,1
No,17,Month-to-month,DSL,Yes,66.7,Mailed check,Yes,0
Yes,2,Month-to-month,DSL,No,34.7,Electronic check,Yes,0
No,27,Month-to-month,DSL,Yes,83.85,Electronic check,No,1
Yes,52,Month-to-month,DSL,No,49.15,Electronic check,Yes,1
No,45,One year,Fiber optic,No,96.75,Bank transfer (automatic),No,0
No,71,Two year,No,No internet service,19.1,Credit card (automatic),No,0
No,36,Two year,No,No internet service,18.55,Credit card (automatic),Yes,0
No,15,One year,No,No internet service,20.1,Credit card (automatic),No,0
No,20,Month-to-month,Fiber optic,No,89.4,Bank transfer (automatic),Yes,0
No,71,Two year,No,No internet service,19.8,Mailed check,No,0
No,24,One year,No,No internet service,21.05,Bank transfer (automatic),No,0
No,71,Two year,Fiber optic,Yes,111.25,Electronic check,Yes,0
Yes,9,Month-to-month,DSL,Yes,40.65,Mailed check,No,0
No,66,Two year,DSL,Yes,89.9,Credit card (automatic),No,0
No,30,Two year,No,No internet service,19.4,Credit card (automatic),No,0
No,47,One year,DSL,Yes,86.95,Bank transfer (automatic),Yes,0
No,7,Month-to-month,Fiber optic,No,75.35,Electronic check,Yes,0
Yes,1,Month-to-month,DSL,No,35.55,Electronic check,Yes,0
No,46,Month-to-month,DSL,No,44.95,Bank transfer (automatic),No,0
Yes,53,Month-to-month,Fiber optic,No,85.45,Bank transfer (automatic),No,0
No,62,Two year,No,No internet service,20.0,Bank transfer (automatic),No,0
No,70,Two year,DSL,Yes,48.4,Bank transfer (automatic),No,0
No,16,Month-to-month,Fiber optic,No,94.65,Bank transfer (automatic),Yes,0
No,15,Month-to-month,DSL,Yes,58.95,Electronic check,No,0
No,45,One year,Fiber optic,No,100.3,Electronic check,Yes,0
No,72,Two year,Fiber optic,Yes,105.6,Bank transfer (automatic),No,0
No,13,Two year,No,No internet service,19.55,Mailed check,No,0
No,6,Month-to-month,DSL,No,60.9,Mailed check,No,0
No,18,One year,No,No internet service,20.05,Bank transfer (automatic),No,0
No,68,Two year,Fiber optic,Yes,103.75,Credit card (automatic),Yes,0
No,64,One year,Fiber optic,Yes,113.35,Electronic check,No,0
Yes,34,One year,DSL,Yes,64.4,Mailed check,Yes,0
No,5,Month-to-month,DSL,Yes,75.15,Bank transfer (automatic),No,0
Yes,20,Month-to-month,Fiber optic,No,82.4,Electronic check,No,0
No,64,Two year,Fiber optic,Yes,104.05,Credit card (automatic),Yes,0
No,26,Month-to-month,Fiber optic,No,85.7,Credit card (automatic),Yes,1
Yes,5,Month-to-month,DSL,Yes,53.85,Credit card (automatic),No,0
No,2,Month-to-month,No,No internet service,20.05,Mailed check,Yes,0
Yes,13,Month-to-month,Fiber optic,No,102.25,Credit card (automatic),Yes,0
No,59,One year,DSL,Yes,69.1,Mailed check,Yes,0
No,17,Month-to-month,DSL,No,65.75,Bank transfer (automatic),No,0
Yes,9,Month-to-month,Fiber optic,No,79.55,Electronic check,Yes,0
Yes,10,Month-to-month,Fiber optic,No,84.6,Credit card (automatic),Yes,1
Yes,5,Month-to-month,Fiber optic,Yes,85.4,Credit card (automatic),Yes,0
Yes,54,One year,Fiber optic,No,103.95,Bank transfer (automatic),Yes,0
No,56,Month-to-month,Fiber optic,No,86.4,Electronic check,Yes,0
Yes,4,Month-to-month,Fiber optic,No,101.15,Electronic check,No,0
Yes,2,Month-to-month,No,No internet service,19.5,Mailed check,No,0
No,62,Two year,DSL,Yes,69.4,Bank transfer (automatic),No,0
Yes,27,Month-to-month,Fiber optic,No,101.25,Electronic check,Yes,1
Yes,1,Month-to-month,DSL,No,45.7,Mailed check,Yes,0
No,53,One year,Fiber optic,Yes,93.45,Electronic check,Yes,0
Yes,54,Month-to-month,Fiber optic,No,104.3,Electronic check,Yes,0
No,23,One year,DSL,No,64.9,Bank transfer (automatic),Yes,0
No,6,One year,No,No internet service,19.45,Mailed check,No,0
No,8,Two year,DSL,Yes,44.55,Mailed check,Yes,0
Yes,11,Month-to-month,Fiber optic,No,99.5,Electronic check,Yes,0
No,61,One year,Fiber optic,No,96.5,Bank transfer (automatic),Yes,0
No,34,Month-to-month,Fiber optic,No,100.85,Electronic check,No,0
No,56,Month-to-month,Fiber optic,Yes,105.35,Mailed check,Yes,0
No,38,One year,No,No internet service,20.1,Mailed check,No,0
No,69,Two year,No,No internet service,20.2,Bank transfer (automatic),No,0
No,72,Two year,Fiber optic,Yes,115.15,Bank transfer (automatic),No,0
No,70,Two year,Fiber optic,Yes,113.0,Credit card (automatic),Yes,1
No,7,Month-to-month,DSL,No,29.8,Mailed check,No,0
No,61,Two year,DSL,Yes,80.8,Bank transfer (automatic),Yes,0
No,55,Month-to-month,Fiber optic,No,85.5,Bank transfer (automatic),No,0
No,61,Two year,DSL,No,69.9,Mailed check,Yes,0
No,14,Month-to-month,Fiber optic,No,95.8,Electronic check,Yes,1
Yes,72,Two year,Fiber optic,No,104.15,Bank transfer (automatic),Yes,1
No,22,Month-to-month,Fiber optic,No,83.05,Electronic check,No,0
Yes,3,Month-to-month,Fiber optic,No,83.75,Electronic check,No,0
No,60,Month-to-month,Fiber optic,No,89.45,Electronic check,No,1
Yes,3,Month-to-month,Fiber optic,No,75.25,Electronic check,No,0
No,1,Month-to-month,No,No internet service,19.55,Mailed check,No,0
Yes,7,Month-to-month,Fiber optic,No,74.65,Mailed check,No,0
No,4,Month-to-month,DSL,No,29.9,Electronic check,Yes,1
No,13,Month-to-month,Fiber optic,No,80.5,Electronic check,Yes,0
No,3,Month-to-month,DSL,No,50.15,Mailed check,Yes,0
No,63,Month-to-month,Fiber optic,No,89.6,Bank transfer (automatic),Yes,1
No,36,One year,DSL,Yes,76.35,Mailed check,Yes,0
No,54,One year,Fiber optic,No,100.05,Credit card (automatic),Yes,0
No,47,Two year,No,No internet service,20.25,Credit card (automatic),No,0
No,41,Two year,No,No internet service,20.65,Credit card (automatic),No,0
No,13,Month-to-month,DSL,Yes,53.45,Mailed check,No,0
Yes,35,Month-to-month,Fiber optic,No,100.25,Electronic check,Yes,0
Yes,10,Month-to-month,Fiber optic,No,80.7,Bank transfer (automatic),Yes,0
No,30,Two year,DSL,Yes,80.8,Bank transfer (automatic),No,0
No,44,Month-to-month,Fiber optic,No,92.95,Bank transfer (automatic),Yes,0
No,47,Two year,DSL,Yes,85.3,Credit card (automatic),Yes,0
Yes,58,Month-to-month,Fiber optic,No,98.7,Electronic check,Yes,1
No,52,One year,DSL,No,30.1,Mailed check,No,0
Yes,7,Month-to-month,Fiber optic,No,80.3,Mailed check,Yes,0
Yes,20,Month-to-month,Fiber optic,No,73.65,Electronic check,Yes,1
Yes,13,Month-to-month,Fiber optic,No,98.15,Mailed check,No,0
No,12,Month-to-month,DSL,Yes,35.5,Mailed check,No,0
No,54,One year,Fiber optic,No,94.1,Credit card (automatic),Yes,0
No,13,One year,No,No internet service,19.65,Electronic check,No,0
No,7,Month-to-month,Fiber optic,No,69.9,Mailed check,Yes,0
No,42,One year,Fiber optic,No,99.0,Electronic check,Yes,0
No,65,Two year,Fiber optic,Yes,104.1,Bank transfer (automatic),Yes,0
No,49,One year,Fiber optic,No,109.2,Credit card (automatic),Yes,0
No,62,Two year,No,No internet service,20.3,Bank transfer (automatic),No,0
Yes,32,Month-to-month,Fiber optic,Yes,96.2,Electronic check,Yes,0
No,11,One year,No,No internet service,20.0,Mailed check,Yes,0
Yes,1,Month-to-month,Fiber optic,No,70.8,Mailed check,Yes,0
No,37,One year,No,No internet service,19.8,Credit card (automatic),No,0
Yes,1,Month-to-month,Fiber optic,No,89.55,Electronic check,Yes,0
No,1,Month-to-month,No,No internet service,19.65,Mailed check,No,0
No,69,Two year,No,No internet service,24.25,Bank transfer (automatic),No,0
No,72,Two year,DSL,No,70.65,Credit card (automatic),Yes,0
No,26,One year,DSL,Yes,90.1,Credit card (automatic),Yes,0
No,3,Month-to-month,DSL,No,29.2,Mailed check,No,0
No,62,Two year,DSL,Yes,39.0,Bank transfer (automatic),Yes,0
Yes,69,Month-to-month,Fiber optic,No,99.45,Credit card (automatic),Yes,0
No,26,One year,DSL,No,50.35,Mailed check,No,0
No,40,Month-to-month,DSL,No,50.85,Electronic check,Yes,0
No,33,One year,DSL,Yes,51.45,Mailed check,Yes,0
No,72,Two year,DSL,Yes,80.85,Bank transfer (automatic),No,0
No,3,Month-to-month,DSL,No,54.2,Electronic check,Yes,0
Yes,18,Month-to-month,DSL,No,49.4,Electronic check,No,0
No,68,One year,DSL,Yes,60.65,Bank transfer (automatic),Yes,1
No,19,Month-to-month,DSL,Yes,48.8,Mailed check,No,0
No,7,Month-to-month,DSL,No,45.75,Mailed check,Yes,1
Yes,1,Month-to-month,No,No internet service,20.1,Mailed check,Yes,0
No,56,One year,Fiber optic,No,94.8,Credit card (automatic),No,1
Yes,7,Month-to-month,No,No internet service,20.0,Bank transfer (automatic),No,0
Yes,5,Month-to-month,Fiber optic,No,96.5,Bank transfer (automatic),No,0
No,66,Month-to-month,Fiber optic,No,100.8,Electronic check,Yes,1
No,7,One year,No,No internet service,19.45,Mailed check,No,0
No,1,Month-to-month,No,No internet service,19.05,Mailed check,No,0
No,8,Month-to-month,Fiber optic,No,69.7,Electronic check,Yes,1
No,62,One year,Fiber optic,Yes,106.05,Credit card (automatic),Yes,0
No,56,Month-to-month,Fiber optic,Yes,90.55,Electronic check,No,0
No,41,One year,No,No internet service,24.85,Mailed check,Yes,0
No,57,Two year,DSL,No,74.35,Bank transfer (automatic),Yes,0
Yes,1,Month-to-month,DSL,No,24.8,Electronic check,Yes,0
No,38,One year,Fiber optic,No,89.1,Mailed check,Yes,0
Yes,11,Month-to-month,Fiber optic,No,74.95,Electronic check,Yes,0
No,26,Month-to-month,Fiber optic,No,69.05,Credit card (automatic),Yes,0
No,72,Two year,DSL,Yes,80.45,Bank transfer (automatic),Yes,0
No,30,Month-to-month,Fiber optic,Yes,101.5,Electronic check,Yes,1
Yes,1,Month-to-month,No,No internet service,19.55,Mailed check,No,0
Yes,1,Month-to-month,Fiber optic,No,70.85,Electronic check,Yes,0
No,68,One year,DSL,Yes,78.45,Electronic check,Yes,0
No,63,Month-to-month,Fiber optic,No,103.5,Electronic check,Yes,1
No,60,Month-to-month,DSL,Yes,79.05,Credit card (automatic),Yes,0
No,19,Month-to-month,No,No internet service,20.6,Mailed check,No,0
Yes,12,One year,No,No internet service,19.8,Bank transfer (automatic),No,0
Yes,41,Month-to-month,Fiber optic,No,70.25,Bank transfer (automatic),No,0
No,25,One year,DSL,Yes,54.75,Credit card (automatic),Yes,0
